Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
7000	Zentralverwaltung	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.01	Verwaltungsgebühren	30 	27 	27 	""
(610)	""	26 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
111.02	Platzgelder für die Volksfeste auf dem	962 	940 	940 	""
(439)	Heiligengeistfeld	954 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.92	Schadenersatzleistungen	0 	0 	-	3 
(610)	""	1 	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	5 	0 	-	-
(610)	und Stundungszinsen	4 	""	""	""
119.98	Vermischte Einnahmen	212 	0 	-	-
(610)	""	76 	""	""	""
124.91	Einnahmen aus Vermietung, Verpachtung und	251 	198 	196 	81 
(610)	Nutzung von Grundstücken	245 	""	""	""
124.92	Einnahmen aus Dienst- und Werkdienstwohnungen	0 	0 	""	15 
""	sowie aus Personalunterkünften	0 	""	""	""
231.01	Einnahmen vom Bund für die	0 	0 	""	""
(610)	Projektpartnerschaft Nord	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	07.0.7000.547.01	""	""	""	""
232.01	Zweckgebundene Einnahmen für die Gemeinsame Ge-	200 	200 	200 	""
(422)	schäftsstelle der Metropolregion Hamburg	200 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der über die	""	""	""	""
""	Grundbewilligung hinausgehenden Ausgaben bei	""	""	""	""
""	07.0.7000.526.02.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
232.02	Einnahmen für Fördermaßnahmen von überregionaler	30 	0 	""	""
(011)	Bedeutung innerhalb Norddeutschlands	20 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
232.03	Einnahmen von den Ländern für die	0 	0 	""	""
(610)	Projektpartnerschaft Nord	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	07.0.7000.547.01	""	""	""	""
261.01	Einnahmen aus Erstattungen anderer Behörden	74 	270 	292 	292 
(610)	(§ 61 LHO)	294 	""	""	""
261.02	Erstattung von Verwaltungsgemeinkosten der	69 	42 	42 	494 
(610)	Landesbetriebe	44 	""	""	""
261.03	Einnahmen aus Erstattungen von juristischen	0 	0 	-	-
(610)	Personen öffentlichen Rechts (ohne Kernverwaltung)	0 	""	""	""
""	 gemäß § 61 LHO	""	""	""	""
281.01	Erstattung von Auslagen für Veranstaltungen auf	206 	0 	""	""
(439)	dem Heiligengeistfeld	172 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 07.0.7000.517.01.	""	""	""	""
281.02	Anteile des Unternehmensbereichs sowie des steuer-	0 	0 	-	-
(960)	pflichtigen Hoheitsbereichs der FHH an der Umsatz-	0 	""	""	""
""	steuer	""	""	""	""
""	Vorsteuern und Umsatzsteuerzahlungen an das	""	""	""	""
""	Finanzamt dürfen von den Einnahmen	""	""	""	""
""	abgesetzt werden	""	""	""	""
282.01	Kostenbeiträge Dritter für Maßnahmen der	25-	0 	""	""
(529)	Hamburg-Werbung	7 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 07.0.7000.535.01.	""	""	""	""
282.02	Kostenbeiträge Dritter für Maßnahmen des	0 	0 	""	""
(529)	Hamburg-Tourismus	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 07.0.7000.682.01.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
7--0-00----	""	""	""	""	""
282.03	Kostenbeiträge Dritter zur Finanzierung des	590 	0 	""	""
(610)	Hafengeburtstages	511 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 07.0.7000.535.02.	""	""	""	""
""	Gesamteinnahmen	""	1.677	1.697	885 
""	AUSGABEN	""	""	""	""
KRS	Kontenrahmen für Sachausgaben 	1.190 	1.476 	1.483 	1.264 
""	""	1.376 	""	""	""
""	""	51 R	""	""	""
KRD	Kontenrahmen für Dienstbezüge 	6.696 	7.299 	8.787 	9.725 
""	""	7.434 	""	""	""
""	""	51 R	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen,	36 	0 	-	-
""	Unterstützungen u. dgl.	40 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	0 	0 	-	-
""	personalbezogene Sachausgaben	1 	""	""	""
KRV	Kontenrahmen für Versorgung 	1.620 	1.213 	1.104 	1.000 
""	""	1.375 	""	""	""
412.01	Aufwandsentschädigungen und andere Ausgaben für	10 	15 	15 	15 
(610)	Deputierte, ehrenamtliche Beisitzerinnen und	15 	""	""	""
""	Beisitzer usw	11 R	""	""	""
""	Übertragbar	""	""	""	""
461.01	Zentral veranschlagte Personalausgaben im	0 	0 	-	-
(610)	Einzelplan 7	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Einnahmen bei 07.0.7200.272.05	""	""	""	""
""	07.0.7300.272.05.	""	""	""	""
""	Die Mittel dienen zum Ausgleich von Mehrausgaben	""	""	""	""
""	bei stellengebundenen Personalausgaben im KRD-	""	""	""	""
""	Bereich des Einzelplans	""	""	""	""
461.20	Beitrag zur Finanzierung des Modernisierungsfonds	0 	85 	""	""
(610)	""	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
517.01	Betriebsmittel für Veranstaltungen auf dem	438 	300 	290 	""
(439)	Heiligengeistfeld	495 	""	""	""
""	""	150 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-070-01.	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 07.0.7000.281.01.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
7--0-00----	""	""	""	""	""
518.01	Miete für die vorübergehende Überlassung des	2.221 	2.221 	2.221 	""
(439)	Grundstücks Heiligengeistfeld	2.221 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
519.01	Unterhaltung der Grundstücke und baulichen Anlagen	107 	79 	57 	45 
(610)	""	28 	""	""	""
""	""	170 R	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-070-03.	""	""	""	""
519.02	Unterhaltungsmaßnahmen auf dem	0 	0 	150 	""
(610)	Heiligengeistfeld	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-070-01.	""	""	""	""
525.91	Aus- und Fortbildung	69 	62 	61 	68 
(610)	""	83 	""	""	""
""	""	12 R	""	""	""
