Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
1311	Steuerung und Service	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.02	Widerspruchsgebühren	18 	9 	15 	15 
""	""	10 	""	""	""
111.15	Erstattung von Prozesskosten	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.511.61.	""	""	""	""
119.02	Honorarabgaben der Ärzte und dgl.	6 	0 	-	-
(314)	""	2 	""	""	""
119.60	Brand-, Sturm- u.a. Schäden	0 	0 	-	-
""	""	14 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.519.61.	""	""	""	""
119.61	Ersatzleistungen der Hamburger Feuerkasse für	0 	0 	-	-
(235)	Brandschäden in Aussiedler- und Asylbewerber-	0 	""	""	""
""	einrichtungen	""	""	""	""
119.92	Schadenersatzleistungen	3 	2 	4 	4 
""	""	7 	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	25 	47 	31 	31 
""	und Stundungszinsen	22 	""	""	""
119.98	Vermischte Einnahmen	145 	166 	142 	142 
""	""	118 	""	""	""
124.01	Einnahmen aus der Aufstellung von	0 	0 	-	-
""	Verkaufsautomaten in Dienstgebäuden	0 	""	""	""
""	50.00  % der Mehreinnahmen dienen zur Deckung der	""	""	""	""
""	Ausgaben bei 01.3.1311.547.01.	""	""	""	""
124.06	Einnahmen aus der Vermietung und Verpachtung des	0 	0 	-	-
""	WBZ-Veranstaltungssaals	0 	""	""	""
""	Übertragbar	""	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.3.1311.518.61.	""	""	""	""
124.07	Einnahmen im Zusammenhang mit der Vermietung von	28 	0 	-	-
""	Bundesflächen und -bauten	23 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Ausgaben bei 01.3.1311.547.01.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
1--3-1-1---	""	""	""	""	""
124.08	Einnahmen aus Vermietung und Verpachtung und	114 	0 	-	-
""	Nutzung von Grundstücken	148 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.3.1331.517.08 01.3.1331.518.08	""	""	""	""
""	01.3.1331.519.08	""	""	""	""
124.09	Einnahmen aus der Überlassung von Werbeflächen	2 	0 	-	-
""	""	2 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.511.61.	""	""	""	""
""	Dies gilt für Einnahmen bis zur Höhe von 500 EUR	""	""	""	""
""	uneingeschränkt, für darüber hinausgehende	""	""	""	""
""	Einnahmen in Höhe von 50 %	""	""	""	""
124.11	Einnahmen aus Vermietung und Verpachtung des	0 	0 	-	-
""	Grundstücks Baurstraße	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.518.61.	""	""	""	""
124.13	Einnahmen aus Unterhaltungsbeiträgen Dritter für	0 	0 	-	-
""	die Fläche des Flottbeker Marktes	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1341.519.68.	""	""	""	""
124.91	Einnahmen aus Vermietung, Verpachtung und	239 	215 	248 	248 
""	Nutzung von Grundstücken	252 	""	""	""
124.92	Einnahmen aus Dienst- und Werkdienstwohnungen	4 	14 	6 	6 
""	sowie aus Personalunterkünften	4 	""	""	""
124.93	Einnahmen in Zusammenhang mit der Vermietung des	5 	0 	-	-
""	Rathauses Altona	3 	""	""	""
""	Übertragbar	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.511.61.	""	""	""	""
131.91	Verkauf von Grundstücken	155 	0 	-	-
""	""	0 	""	""	""
132.91	Erlöse aus der Veräußerung von beweglichen Sachen	0 	0 	-	-
""	""	0 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Ausgaben bei 01.3.1311.547.01.	""	""	""	""
162.01	Zinsen aus Kassenmitteln	0 	0 	-	-
(872)	""	4 	""	""	""
261.03	Erstattung von Verwaltungskosten durch Dritte	0 	0 	-	-
""	""	0 	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-1-3-1-1---	""	""	""	""	""
261.09	Einnahmen aus Erstattungen (§ 61 LHO)	0 	0 	-	-
""	""	0 	""	""	""
261.10	Einnahmen aus Erstattungen von Landesbetrieben u.	0 	0 	-	-
""	dgl. (§ 61 LHO)	0 	""	""	""
282.02	Beiträge zu Bürger-Informationsveranstaltungen	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.531.01.	""	""	""	""
282.03	Einnahmen zur Förderung d. Rathauses Altona	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.3.1311.546.01	""	""	""	""
282.11	Spendenbeiträge Dritter zur Verbesserung der	0 	0 	-	-
""	Öffentlichkeitsarbeit u. Förd. d. Verwaltungs-	0 	""	""	""
""	modernisierung im Bezirksamt Altona	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.3.1311.547.03	""	""	""	""
282.12	Spenden zur Förderung der Skatebahn Blankenese	0 	0 	-	-
""	""	0 	""	""	""
282.20	Zuschuss zur behindertengerechter Arbeitsplatz-	0 	0 	-	-
""	ausstattung	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.3.1311.511.61 01.3.1311.812.01.	""	""	""	""
282.91	Verschiedene zweckgebundene Einnahmen	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.3.1311.546.91	""	""	""	""
""	Gesamteinnahmen	""	453	446	446 
""	AUSGABEN	""	""	""	""
KRD	Kontenrahmen für Dienstbezüge 	4.549 	43.005 	44.544 	44.388 
""	""	5.152 	""	""	""
""	""	241 R	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen,	7 	0 	-	-
""	Unterstützungen u. dgl.	41 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	6 	0 	-	-
""	personalbezogene Sachausgaben	7 	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
1-3--1-1---	""	""	""	""	""
KRV	Kontenrahmen für Versorgung 	6.052 	4.466 	4.277 	4.357 
""	""	5.750 	""	""	""
411.01	Aufwandsentschädigungen nach dem Gesetz über	356 	448 	527 	466 
(011)	Entschädigungsleistungen anlässlich ehrenamtlicher	467 	""	""	""
""	Tätigkeit in der Verwaltung	""	""	""	""
""	Gegenseitig deckungsfähig sind 01.3.1311.411.01	""	""	""	""
""	01.3.1311.684.01 .	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
