Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
1811	Steuerung und Service	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.02	Widerspruchsgebühren	6 	7 	11 	11 
""	""	10 	""	""	""
119.02	Honorarabgaben der Ärzte u.dgl	1 	1 	1 	1 
(314)	""	1 	""	""	""
119.60	Brand-, Sturm- und andere Schäden	19 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.8.1811.519.61.	""	""	""	""
119.92	Schadenersatzleistungen	1 	10 	4 	4 
""	""	3 	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	7-	25 	17 	17 
""	und Stundungszinsen	32 	""	""	""
119.98	Vermischte Einnahmen	120 	96 	95 	95 
""	""	72 	""	""	""
124.01	Einnahmen aus der Aufstellung von	10 	8 	10 	10 
""	Verkaufsautomaten in Dienstgebäuden	9 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.8.1811.547.01.	""	""	""	""
124.07	Einnahmen im Zusammenhang mit der Vermietung von	7 	5 	7 	7 
""	Bundesflächen und -bauten	7 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.8.1811.547.01.	""	""	""	""
124.08	Einnahmen aus Sondervermietungen und -nutzungen	0 	0 	-	-
""	von Räumen in Dienstgebäuden	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.8.1811.517.61 01.8.1811.519.61.	""	""	""	""
124.09	Einnahmen aus der Überlassung von Werbeflächen	1 	0 	-	-
""	""	1 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.8.1811.511.61.	""	""	""	""
""	Dies gilt für Einnahmen bis zur Höhe von 500 EUR	""	""	""	""
""	uneingeschränkt, für darüber hinausgehende	""	""	""	""
""	Einnahmen in Höhe von 50 %	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
124.91	Einnahmen aus Vermietung, Verpachtung und	346 	400 	401 	401 
""	Nutzung von Grundstücken	391 	""	""	""
124.92	Einnahmen aus Dienst- und Werkdienstwohnungen	10 	10 	10 	10 
""	sowie aus Personalunterkünften	11 	""	""	""
132.91	Erlöse aus der Veräußerung von beweglichen Sachen	0 	0 	-	-
""	""	0 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.8.1811.547.01.	""	""	""	""
162.01	Zinsen aus Kassenmitteln	0 	0 	-	-
(872)	""	2 	""	""	""
261.04	Erhebungsentschädigungen vom Statistischen Amt für	0 	0 	-	-
""	Hamburg und Schleswig-Holstein -AÖR- für	0 	""	""	""
""	statistische Erhebungen	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.8.1811.412.04	""	""	""	""
261.09	Einnahmen aus Erstattungen (§ 61 LHO)	70 	0 	""	""
""	""	0 	""	""	""
261.10	Einnahmen aus Erstattungen von Landesbetrieben u.	0 	0 	-	-
""	dgl. (§ 61LHO)	0 	""	""	""
281.01	Ausgleichszahlungen Vivento für Übernahme von	0 	0 	-	-
""	Beamten	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.8.1811.461.01	""	""	""	""
282.02	Beiträge zu Bürger-Informationsveranstaltungen	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.8.1811.531.01.	""	""	""	""
282.20	Zuschüsse zur behindertengerechten	0 	0 	-	-
""	Arbeitsplatzausstattung	28 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.8.1811.511.61 01.8.1811.812.01.	""	""	""	""
282.91	Verschiedene zweckgebundene Einnahmen	39 	0 	-	-
""	""	25 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.8.1811.546.91	""	""	""	""
""	Gesamteinnahmen	""	562	556	556 
""	AUSGABEN	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-18-1-1----	""	""	""	""	""
KRD	Kontenrahmen für Dienstbezüge 	4.094 	31.238 	32.186 	32.320 
""	""	4.435 	""	""	""
""	""	2.479 R	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen,	27 	0 	-	-
""	Unterstützungen u. dgl.	60 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	3 	0 	-	-
""	personalbezogene Sachausgaben	1 	""	""	""
KRV	Kontenrahmen für Versorgung 	5.756 	5.040 	4.906 	4.995 
""	""	5.474 	""	""	""
411.01	Aufwandsentschädigungen nach dem Gesetz über	326 	387 	535 	474 
(011)	Entschädigungsleistungen anlässlich ehrenamtlicher	457 	""	""	""
""	Tätigkeit in der Verwaltung	""	""	""	""
""	Gegenseitig deckungsfähig sind 01.8.1811.411.01	""	""	""	""
""	01.8.1811.684.01 .	""	""	""	""
412.04	Erhebungsentschädigungen vom Statistischen Amt für	0 	0 	-	-
""	Hamburg und Schleswig-Holstein -AÖR- für	0 	""	""	""
""	statistische Erhebungen	""	""	""	""
""	Übertragbar	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 01.8.1811.261.04	""	""	""	""
412.30	Aufwendungen für ehrenamtlich Tätige	1 	0 	-	-
(045)	""	1 	""	""	""
412.32	Aufwendungen für Wahlhelfer	644 	0 	-	-
""	""	68 	""	""	""
""	Übertragbar	""	""	""	""
412.34	Aufwendungen für ehrenamtliche Tätige bei Volks-	0 	0 	-	-
""	begehren, Volksentscheiden und Volkspetitionen	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Gegenseitig deckungsfähig sind 01.8.1811.412.34	""	""	""	""
""	01.8.1811.511.34 .	""	""	""	""
459.95	Prämien im Rahmen des betrieblichen	3 	0 	-	-
""	Vorschlagwesens	1 	""	""	""
""	""	1 R	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-018-05.	""	""	""	""
461.01	Zentral veranschlagte Personalausgaben im	0 	0 	-	-
""	Einzelplan 1.8	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Mehr- einnahmen bei 01.8.1841.111.39.	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Einnahmen bei 01.8.1821.111.05.	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Einnahmen bei 01.8.1821.111.25	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
1--8-1-1---	""	""	""	""	""
""	Einnahmen bei 01.8.1811.281.01 01.8.1821.261.01	""	""	""	""
""	01.8.1841.111.07 01.8.1841.111.10	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Mehreinnahmen bei 01.8.1841.112.08	""	""	""	""
""	Die Mittel dienen zum Ausgleich von Mehrausgaben	""	""	""	""
