Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
1711	Steuerung und Service	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.02	Widerspruchsgebühren	10 	10 	9 	9 
""	""	5 	""	""	""
119.02	Honorarabgaben der Ärzte u.dgl	0 	0 	-	-
(314)	""	0 	""	""	""
119.04	Einnahmen im Zusammenhang mit Ersatzvornahmen und	0 	0 	-	-
(043)	Beseitigungen von Schäden - Restaurantschiff am	11 	""	""	""
""	Serrahn -	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.7.1741.546.04	""	""	""	""
119.60	Brand-,Sturm- und andere Schäden	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.7.1711.519.61.	""	""	""	""
119.61	Ersatzleistungen der Hamburger Feuerkasse für	0 	0 	-	-
(235)	Brandschäden in Aussiedler- und Asylbewerber-	0 	""	""	""
""	einrichtungen	""	""	""	""
119.92	Schadenersatzleistungen	0 	0 	-	-
""	""	1 	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	8 	7 	-	-
""	und Stundungszinsen	9 	""	""	""
119.98	Vermischte Einnahmen	87 	104 	81 	81 
""	""	81 	""	""	""
124.01	Einnahmen aus der Aufstellung von	2 	1 	1 	1 
""	Verkaufsautomaten in Dienstgebäuden	1 	""	""	""
""	50.00  % der Mehreinnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.7.1711.547.01.	""	""	""	""
124.02	Einnahmen aus der Untervermietung von Räumen	0 	0 	""	""
""	im Verwaltungszentrum	0 	""	""	""
124.03	Einnahmen aus Sonderveranstaltungen und Aktionen	4 	0 	-	-
""	in Dienstgebäuden	7 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.7.1711.517.61 01.7.1711.519.61.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
124.09	Einnahmen aus der Überlassung von Werbeflächen	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.7.1711.511.61.	""	""	""	""
""	Dies gilt für Einnahmen bis zur Höhe von 500 EUR	""	""	""	""
""	uneingeschränkt, für darüber hinausgehende	""	""	""	""
""	Einnahmen in Höhe von 50 %	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-1-7-11----	""	""	""	""	""
124.10	Einnahmen aus der Vermietung des Grundstücks	3 	0 	-	-
(439)	August-Bebel-Strasse 205	3 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.7.1741.517.17 01.7.1741.519.17	""	""	""	""
""	01.7.1741.521.17	""	""	""	""
124.12	Einnahmen Kfz-Stellplätze	0 	0 	-	-
""	""	0 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Ausgaben bei 01.7.1711.548.61.	""	""	""	""
124.91	Einnahmen aus Vermietung, Verpachtung und	140 	63 	78 	78 
""	Nutzung von Grundstücken	26 	""	""	""
124.92	Einnahmen aus Dienst- und Werkdienstwohnungen	12 	40 	41 	41 
""	sowie aus Personalunterkünften	70 	""	""	""
131.01	Erlöse aus der Veräußerung entbehrlicher	0 	4.200 	1.500 	1.500 
""	Betriebshöfe im Bereich Tiefbau/Grün	1.579 	""	""	""
132.91	Erlöse aus der Veräußerung von beweglichen Sachen	0 	0 	-	-
""	""	0 	""	""	""
""	50.00  % der Einnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 01.7.1711.547.01.	""	""	""	""
162.01	Zinsen aus Kassenmitteln	0 	0 	-	-
(872)	""	6 	""	""	""
261.03	Erstattung von Verwaltungskosten durch Dritte	0 	0 	-	-
""	""	0 	""	""	""
261.04	Erhebungsentschädigungen vom Statistischen Amt für	3 	0 	-	-
""	Hamburg und Schleswig-Holstein -AÖR- für	2 	""	""	""
""	statistische Erhebungen	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.7.1711.412.04	""	""	""	""
261.09	Einnahmen aus Erstattungen (§ 61 LHO)	0 	0 	-	-
""	""	0 	""	""	""
261.10	Einnahmen aus Erstattungen von	0 	0 	-	-
""	Landesbetrieben u. dgl. (§ 61 LHO)	0 	""	""	""
282.02	Beiträge zu Bürger-Informationsveranstaltungen	0 	0 	-	-
""	""	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.7.1711.531.01.	""	""	""	""
282.20	Zuschüsse zur behindertengerechten	0 	0 	-	-
""	Arbeitsplatzausstattung	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.7.1711.511.61 01.7.1711.812.01.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-1-71-1----	""	""	""	""	""
282.91	Verschiedene zweckgebundene Einnahmen	89 	0 	-	-
""	""	118 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.7.1711.546.91	""	""	""	""
""	Gesamteinnahmen	""	4.425	1.710	1.710 
""	AUSGABEN	""	""	""	""
KRD	Kontenrahmen für Dienstbezüge 	2.592 	21.996 	22.913 	22.760 
""	""	2.731 	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen,	54 	0 	-	-
""	Unterstützungen u. dgl.	34 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	3 	0 	-	-
""	personalbezogene Sachausgaben	2 	""	""	""
KRV	Kontenrahmen für Versorgung 	3.354 	2.577 	2.565 	2.677 
""	""	3.362 	""	""	""
411.01	Aufwandsentschädigungen nach dem Gesetz über	315 	336 	458 	402 
(011)	Entschädigungsleistungen anlässlich ehrenamtlicher	410 	""	""	""
""	Tätigkeit in der Verwaltung	""	""	""	""
""	Gegenseitig deckungsfähig sind 01.7.1711.411.01	""	""	""	""
""	01.7.1711.684.01 .	""	""	""	""
412.04	Aufwendungen für ehrenamtlich Tätige - Bereich	3 	0 	-	-
""	statistische Erhebungen	2 	""	""	""
""	Übertragbar	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 01.7.1711.261.04	""	""	""	""
412.30	Aufwendungen für ehrenamtlich Tätige	2 	0 	-	-
(045)	-Katastrophenschutz-	2 	""	""	""
""	Gegenseitig deckungsfähig sind 01.7.1711.412.30	""	""	""	""
""	01.7.1711.511.31 01.7.1711.534.31 .	""	""	""	""
412.32	Aufwendungen für Wahlhelfer	369 	0 	-	-
""	""	56 	""	""	""
412.34	Aufwendungen für ehrenamtlich Tätige bei	0 	0 	-	-
""	Volksbegehren, Volksentscheiden und	0 	""	""	""
""	Volkspetitionen	""	""	""	""
""	Übertragbar	""	""	""	""
459.95	Prämien im Rahmen des betrieblichen	0 	0 	-	-
""	Vorschlagwesens	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-017-05.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
