Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
1000	Bürgerschaft	""	""	""	""
--------	--------------------------------	""	""	""	""
(011)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
119.02	Erstattungen parlamentarischer Gremien oder	10 	0 	-	-
""	Funktionsträger für sächliche Aufwendungen	16 	""	""	""
""	der Bürgerschaftskanzlei	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.0.1000.534.05	""	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	0 	0 	-	-
""	und Stundungszinsen	0 	""	""	""
119.98	Vermischte Einnahmen	0 	0 	-	-
""	""	0 	""	""	""
282.01	Zweckgebundene Einnahmen für Veranstaltungen	1 	0 	-	-
""	""	1 	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 01.0.1000.534.03.	""	""	""	""
382.01	Beteiligung der Abgeordneten an Versorgungs-	0 	0 	""	209 
(990)	leistungen	0 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.0.1000.982.01	""	""	""	""
389.01	Beteiligung der Abgeordneten an Versorgungs-	193 	212 	206 	""
""	leistungen	204 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	01.0.1000.429.01	""	""	""	""
""	Gesamteinnahmen	""	212	206	209 
""	AUSGABEN	""	""	""	""
KRS	Kontenrahmen für Sachausgaben 	1.439 	1.494 	1.567 	1.588 
""	""	1.286 	""	""	""
""	""	451 R	""	""	""
KRD	Kontenrahmen für Dienstbezüge 	4.018 	4.167 	4.300 	4.300 
""	""	4.155 	""	""	""
""	""	368 R	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen,	16 	0 	-	-
""	Unterstützungen u. dgl.	27 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	0 	0 	-	-
""	personalbezogene Sachausgaben	0 	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
KRV	Kontenrahmen für Versorgung 	153 	147 	4 	60 
""	""	113 	""	""	""
411.01	Steuerpflichtiges Entgelt gemäß § 2 HmbAbgG	4.314 	4.438 	4.765 	4.463 
""	""	4.558 	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
1--0-0-0---	""	""	""	""	""
411.02	Fahrtkosten und Reisekosten gem. § 3 (4) HmbAbgG	134 	160 	115 	114 
""	als Aufwandsentschädigung	131 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.04	Zuschüsse zum Familienunterhalt an Abgeordnete	88 	90 	80 	80 
""	bzw. ihre Familien	84 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.06	Zuschuss zur Kranken- und Pflegeversicherung gem.	104 	107 	122 	117 
""	§ 5 HmbAbgG	111 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.07	Bürokosten gemäß § 3 (1) HmbAbgG als Aufwandsent-	1.176 	1.120 	1.756 	980 
""	schädigung	1.004 	""	""	""
""	""	100 R	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.08	Kostenpauschale gemäß § 3 (2) HmbAbgG als Auf-	527 	511 	532 	511 
""	wandsentschädigung	504 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.09	Zuschuss für Hilfskräfte gemäß § 3 (3) HmbAbgG als	3.554 	4.529 	4.711 	4.578 
""	Aufwandsentschädigung	4.573 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.10	Sitzungsgelder gemäß § 4 HmbAbgG als Aufwandsent-	164 	219 	255 	255 
""	schädigung	228 	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
411.11	Altersentschädigung, Leistungen an Hinterbliebene	89 	157 	163 	232 
""	gem. §§ 11, 14 und 15 HmbAbgG	125 	""	""	""
""	""	25 R	""	""	""
""	Übertragbar	""	""	""	""
""	Deckungsfähig im Kapiteldeckungskreis	""	""	""	""
""	KDK-010-1000-01 .	""	""	""	""
429.01	Zuführung an das Sondervermögen Versorgungsfonds	193 	212 	206 	""
""	Bürgerschaft	204 	""	""	""
""	""	8 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 01.0.1000.389.01	""	""	""	""
459.95	Prämien im Rahmen des betrieblichen	0 	0 	-	-
""	Vorschlagwesens	0 	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
1-0-0-0----	""	""	""	""	""
461.01	Zentral veranschlagte Personalausgaben des	0 	0 	-	-
""	Kapitels 1000	0 	""	""	""
""	Übertragbar	""	""	""	""
""	Die Mittel dienen zum Ausgleich von Mehrausgaben	""	""	""	""
""	bei stellengebundenen Personalausgaben im KRD-	""	""	""	""
""	Bereich des Kapitels	""	""	""	""
461.20	Beitrag zur Finanzierung des Modernisierungsfonds	0 	16 	""	""
""	""	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
519.01	Unterhaltung der Grundstücke und baulichen Anlagen	327 	269 	244 	244 
""	""	286 	""	""	""
""	""	200 R	""	""	""
""	Übertragbar	""	""	""	""
523.01	Mikroverfilmung von Parlamentsmaterialien	12 	0 	-	-
""	""	0 	""	""	""
""	Übertragbar	""	""	""	""
523.02	Bücher, Zeitschriften und Medien der	64 	62 	57 	57 
""	Parlamentsbibliothek	59 	""	""	""
""	""	18 R	""	""	""
""	Übertragbar	""	""	""	""
525.91	Aus- und Fortbildung	3 	4 	6 	6 
""	""	10 	""	""	""
""	""	12 R	""	""	""
""	Übertragbar	""	""	""	""
525.92	Erstattung an das Zentrum für Aus- und Fortbildung	6 	6 	6 	6 
(012)	""	6 	""	""	""
529.01	Verfügungsmittel  des Präsidenten	12 	13 	13 	13 
""	""	20 	""	""	""
""	""	11 R	""	""	""
""	Übertragbar	""	""	""	""
531.02	Öffentlichkeitsarbeit der Bürgerschaft	229 	91 	295 	68 
""	""	209 	""	""	""
""	""	38 R	""	""	""
""	Übertragbar	""	""	""	""
""	Gegenseitig deckungsfähig sind 01.0.1000.531.02	""	""	""	""
""	01.0.1000.534.03 .	""	""	""	""
531.03	Abgeltung von Ansprüchen nach dem Urheberrecht	94 	141 	164 	156 
(187)	""	137 	""	""	""
""	""	18 R	""	""	""
""	Übertragbar	""	""	""	""
534.01	Sonstige Ausgaben für das Plenum,	294 	440 	535 	470 
""	die Abgeordneten und die Ausschüsse	461 	""	""	""
