Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
2000	Justizverwaltung	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.01	Verwaltungsgebühren	23 	0 	""	""
""	""	22 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.92	Schadenersatzleistungen	56 	0 	""	""
""	""	62 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	1 	0 	-	-
""	und Stundungszinsen	1 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.98	Vermischte Einnahmen	1.007 	0 	""	""
""	""	510 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
124.01	Einnahmen aus Werbung	0 	0 	-	-
""	""	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 02.0.2000.511.69.	""	""	""	""
""	Dies gilt für Einnahmen bis zur Höhe von 500 EUR	""	""	""	""
""	uneingeschränkt, für darüber hinausgehende	""	""	""	""
""	Einnahmen in Höhe von 50 %	""	""	""	""
124.91	Einnahmen aus Vermietung, Verpachtung und	106 	0 	""	""
(052)	Nutzung von Grundstücken	110 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Mehreinnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 02.0.2000.518.69.	""	""	""	""
131.91	Verkauf von Grundstücken	5.236 	3.000 	4.617 	""
""	""	433 	""	""	""
132.91	Erlöse aus der Veräußerung von beweglichen Sachen	0 	0 	""	""
""	""	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Mehreinnahmen dienen zur Deckung der	""	""	""	""
""	Mehrausgaben bei 02.0.2000.535.56	""	""	""	""
""	02.0.2000.546.69.	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
232.02	Beteiligung anderer Bundesländer an den Entwick-	0 	0 	-	-
""	lungskosten von IuK-Verfahren der Landesjustiz-	118 	""	""	""
""	verwaltungen	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	02.0.2000.812.54	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-2-0-0-0---	""	""	""	""	""
342.01	Zuschüsse zur Beschaffung technischer Arbeits-	5 	0 	-	-
""	hilfen für Behinderte	37 	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	02.0.2000.812.12	""	""	""	""
""	Gesamteinnahmen	""	3.000	4.617	0 
""	AUSGABEN	""	""	""	""
KRD	Kontenrahmen für Dienstbezüge	11.891 	0 	-	-
""	""	12.416 	""	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen, 	23-	0 	363 	357 
""	Unterstützungen u. dgl.	5 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	41 	0 	-	-
""	personalbezogene Sachausgaben	0 	""	""	""
KRV	Kontenrahmen für Versorgung 	2.376 	4.302 	4.325 	4.343 
""	""	2.313 	""	""	""
412.01	Aufwandsentschädigungen und andere Ausgaben für	15 	0 	""	""
""	Deputierte, ehrenamtliche Beisitzerinnen und	13 	""	""	""
""	Beisitzer usw.	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
459.95	Prämien im Rahmen des betrieblichen	0 	0 	-	-
""	Vorschlagwesens	5 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
461.01	Zentral veranschlagte Personalausgaben im	0 	0 	-	-
""	Einzelplan 2	0 	""	""	""
""	""	5.000 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Mehreinnahmen bei 02.0.2110.111.56.	""	""	""	""
""	Die Mittel dienen zum Ausgleich von Mehrausgaben	""	""	""	""
""	bei stellengebundenen Personalausgaben im KRD-	""	""	""	""
""	Bereich des Einzelplans	""	""	""	""
461.20	Beitrag zur Finanzierung des Modernisierungsfonds	0 	0 	""	""
""	""	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
519.01	Unterhaltung der Grundstücke und baulichen Anlagen	22 	0 	""	""
(052)	""	93 	""	""	""
""	""	49 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-20-0--0---	""	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-020-12.	""	""	""	""
525.92	Erstattung an das Zentrum für Aus- und Fortbildung	191 	0 	""	""
""	""	229 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
535.56	Sachaufwand für Informationstechnologie	361 	0 	""	""
""	""	415 	""	""	""
""	""	22 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-020-11.	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Mehreinnahmen bei 02.0.2000.132.91.	""	""	""	""
632.02	Erstattungen an gemeinsame Einrichtungen	23 	0 	""	""
""	""	23 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
671.53	Erstattung der Kosten für die Inanspruchnahme	816 	0 	-	-
""	zentraler IT-Administration von Dataport	775 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
671.55	Erstattung der Kosten für die Inanspruchnahme	1.100 	0 	""	""
""	des behördeninternen Telefonverkehrs	1.125 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	anteiligen Mehreinnahmen bei 02.0.2110.111.56.	""	""	""	""
671.56	Erstattung der Kosten für die Inanspruchnahme	2.743 	0 	""	""
""	der Dienstleistungen von Dataport	2.835 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
685.01	Zuschuss für laufende Verwaltungstätigkeit	324 	51.540 	51.062	50.035 
""	(konsumtiv) an den Auswahlbereich Justizverwaltung	441 	""	""	""
""	""	35 R	""	""	""
""	Übertragbar	""	""	""	""
""	Einseitig deckungsfähig zugunsten	""	""	""	""
""	02.0.2000.894.01.	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-020-15.	""	""	""	""
685.02	Zuschuss für laufende Verwaltungstätigkeit	0 	4.427 	4.462 	""
""	(konsumtiv) an den Auswahlbereich Regierungsauf-	0 	967 VE	""	""
""	gaben der Justiz	""	""	""	""
""	Übertragbar	""	""	""	""
""	Einseitig deckungsfähig zugunsten	""	""	""	""
""	02.0.2000.894.02.	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-020-15.	""	""	""	""
""	Titelgruppe(n)	""	""	""	""
""	---------------	""	""	""	""
Z69	Sach- und Fachausgaben	""	""	""	""
""	der Allgemeinen Verwaltung	""	""	""	""
--------	--------------------------------	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
