Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-------	""	""	""	""	""
3400	Verwaltung	""	""	""	""
--------	--------------------------------	""	""	""	""
(012)	""	""	""	""	""
""	  EINNAHMEN	""	""	""	""
111.01	Verwaltungsgebühren	22 	15 	""	""
""	""	26 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.95	Einnahmen aus Mahnkosten, Verspätungszuschlägen	1 	0 	-	-
""	und Stundungszinsen	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
119.98	Vermischte Einnahmen	0 	0 	-	-
""	""	3 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
124.91	Einnahmen aus Vermietung, Verpachtung und	167 	0 	-	-
""	Nutzung von Grundstücken	91 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
231.01	Zuweisungen des Bundes für die Abwicklung der	432 	600 	""	""
(164)	Stiftung HWWA (Art. 91 b GG)	227 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
232.01	Zuweisungen der Länder für die Abwicklung der	324 	450 	""	""
(164)	Stiftung HWWA (Art. 91 b GG)	274 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
261.01	Erstattungen nach § 61 LHO	0 	94 	""	""
""	""	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
261.02	Erstattung von KRD-bezogenen Personalausgaben	0 	0 	""	""
""	""	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
261.04	Erstattungen von Ausgaben für Marketing, Tagungen	9 	0 	-	-
""	und Veranstaltungen, Internet-Auftritt und	147 	""	""	""
""	sonstige Maßnahmen von Öffentlichkeitsarbeit	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 03.2.3400.538.01.	""	""	""	""
261.05	Erstattung von aus Titelgruppe Z 61 geleisteten	5 	0 	-	-
""	Sach- und Fachausgaben	6 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 03.2.3400.511.61 03.2.3400.514.61	""	""	""	""
""	03.2.3400.517.61 03.2.3400.518.61	""	""	""	""
""	03.2.3400.525.61 03.2.3400.526.61	""	""	""	""
""	03.2.3400.527.61 03.2.3400.534.61.	""	""	""	""
261.06	Erstattung von im KRD nicht veranschlagten	0 	0 	""	""
""	Personalausgaben	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	03.2.3400.461.01	""	""	""	""
261.09	Erstattungen im Zusammenhang mit der Auflösung der	553 	0 	""	""
(164)	Stiftung HWWA	5 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Mehrausgaben	""	""	""	""
""	bei 03.2.3400.971.01.	""	""	""	""
282.91	Verschiedene zweckgebundene Einnahmen	0 	0 	-	-
(314)	""	500 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Die Einnahmen dienen zur Deckung der Ausgaben bei	""	""	""	""
""	03.2.3400.546.91	""	""	""	""
""	Gesamteinnahmen	""	1.159	0	0 
""	AUSGABEN	""	""	""	""
KRD	Kontenrahmen für Dienstbezüge	7.016 	7.558 	-	-
""	""	7.491 	""	""	""
""	""	""	985 R	""	""
KRN	Kontenrahmen für Nebenleistungen - Beihilfen, 	37 	0 	127 	127 
""	Unterstützungen u. dgl.	36 	""	""	""
KRN	Kontenrahmen für Nebenleistungen -	9 	0 	-	-
""	personalbezogene Sachausgaben	0 	""	""	""
KRV	Kontenrahmen für Versorgung 	5.068 	3.544 	5.108 	5.070 
""	""	5.170 	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
-3-40--0---	""	""	""	""	""
459.95	Prämien im Rahmen des betrieblichen	0 	0 	""	""
""	Vorschlagwesens	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
461.01	Zentral veranschlagte Personalausgaben im	0 	0 	""	""
""	Einzelplan 3.2	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 03.2.3400.261.06	""	""	""	""
""	Die Mittel dienen zum Ausgleich von Mehrausgaben	""	""	""	""
""	bei stellengebundenen Personalausgaben im KRD-	""	""	""	""
""	Bereich des Einzelplans	""	""	""	""
461.20	Beitrag zur Finanzierung des Modernisierungsfonds	0 	29 	""	""
""	""	0 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
517.01	Bewirtschaftung des Grundstücks Finkenau 35	263 	300 	""	""
""	""	253 	""	""	""
""	""	84 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-032-01.	""	""	""	""
517.02	Bewirtschaftung des Grundstücks Monetastraße 5	0 	9 	""	""
""	""	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-032-01.	""	""	""	""
519.01	Unterhaltung der Grundstücke	71 	733 	""	""
""	""	168 	""	""	""
""	""	1.653 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-032-01.	""	""	""	""
""	Mittel für einzelne Maßnahmen/Maßnahmegruppen	""	""	""	""
""	werden auf vorhandene oder einzurichtende Titel	""	""	""	""
""	der sachlich zuständigen Kapitel übertragen	""	""	""	""
Kap	""	Ergebnis	Ansatz	Ansatz	Ansatz
Titel	Zweckbestimmung	2008 , 2009	2010	2011	2012
Nr	""	Tsd EUR	Tsd EUR	Tsd EUR	Tsd EUR
1	2	3	4	5	6
3--40--0---	""	""	""	""	""
525.92	Erstattung an das Zentrum für Aus- und Fortbildung	10 	13 	""	""
""	""	0 	""	""	""
""	""	13 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
535.01	Erstattung gem. § 61 LHO für vorübergehend	0 	36 	""	""
""	überlassene Grundstücke	0 	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
535.56	Sachausgaben für IT-Maßnahmen	107 	179 	""	""
""	""	122 	""	""	""
""	""	10 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
538.01	Marketing für Hamburg als Hochschul-, Wissen-	87 	100 	""	""
""	schafts- u. Forschungsstandort, Tagungen und	746 	""	""	""
""	Veranstaltungen, Informationen, Internet-Auftritt	93 R	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Deckungsfähig im Einzelplandeckungskreis	""	""	""	""
""	EDK-032-01.	""	""	""	""
""	Mehrausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 03.2.3400.261.04.	""	""	""	""
546.91	Verwendung zweckgebundener Einnahmen	5 	0 	-	-
(314)	""	600 	""	""	""
""	Übertragbar	""	""	""	""
""	(Weggefallener Ansatz)	""	""	""	""
""	Ausgaben dürfen geleistet werden in Höhe der	""	""	""	""
""	Einnahmen bei 03.2.3400.282.91	""	""	""	""
671.50	Erstattung der Kosten für die Inanspruchnahme des	28 	52 	""	""
